,Rainfall,Temperature,Humidity,WindSpeed
1994-04-01,0.54,26.88,60.43,3.35
1994-04-02,0.27,28.64,50.95,2.51
1994-04-03,0.03,29.96,47.3,2.04
1994-04-04,0.04,30.49,45.24,2.07
1994-04-05,5.17,30.17,46.26,1.3
1994-04-06,3.87,28.58,53.77,1.85
1994-04-07,4.23,27.31,61.42,2.41
1994-04-08,6.06,27.67,62.56,1.5
1994-04-09,1.2,27.45,63.1,1.62
1994-04-10,0.06,27.1,64.01,1.86
1994-04-11,1.13,26.58,68.83,2.41
1994-04-12,50.66,25.79,77.42,1.6
1994-04-13,7.96,26.62,72.81,1.55
1994-04-14,0.29,27.17,61.99,1.69
1994-04-15,0.01,27.06,52.09,1.77
1994-04-16,0.0,26.95,71.43,2.05
1994-04-17,1.95,27.48,70.34,2.74
1994-04-18,0.5,27.84,65.25,3.02
1994-04-19,0.0,27.4,58.71,2.82
1994-04-20,0.0,27.04,57.5,2.39
1994-04-21,0.0,28.07,58.81,3.08
1994-04-22,0.0,28.46,55.2,2.57
1994-04-23,0.0,28.75,54.68,3.04
1994-04-24,0.0,29.05,51.71,3.09
1994-04-25,0.0,28.88,50.68,2.55
1994-04-26,0.0,29.25,52.51,2.4
1994-04-27,0.0,29.2,55.88,2.5
1994-04-28,0.49,29.82,56.44,2.47
1994-04-29,0.9,29.67,52.38,2.9
1994-04-30,0.01,28.6,50.34,3.3
1994-05-01,0.01,28.31,52.8,3.34
1994-05-02,0.0,28.85,53.28,2.89
1994-05-03,0.0,29.19,50.23,3.13
1994-05-04,0.01,27.95,58.92,2.93
1994-05-05,0.0,29.56,54.05,2.76
1994-05-06,0.05,28.44,58.45,2.92
1994-05-07,3.35,28.65,59.0,3.45
1994-05-08,1.64,28.76,60.38,3.92
1994-05-09,0.12,28.82,58.76,4.58
1994-05-10,0.0,28.6,58.33,4.73
1994-05-11,0.0,29.37,56.31,4.34
1994-05-12,0.0,29.87,55.62,3.82
1994-05-13,0.0,30.63,52.55,3.3
1994-05-14,0.0,30.94,55.03,4.12
1994-05-15,0.0,30.41,56.49,3.6
1994-05-16,1.62,29.95,56.31,4.47
1994-05-17,0.64,29.31,58.95,4.51
1994-05-18,0.02,29.78,53.9,4.04
1994-05-19,0.01,30.7,49.95,3.51
1994-05-20,0.03,31.01,51.8,3.53
1994-05-21,1.51,29.77,59.29,3.43
1994-05-22,4.32,27.79,69.57,4.99
1994-05-23,2.42,27.63,68.54,5.38
1994-05-24,0.0,28.46,62.29,5.2
1994-05-25,0.0,29.14,59.16,4.78
1994-05-26,1.52,29.37,58.67,2.82
1994-05-27,0.12,27.59,63.4,2.18
1994-05-28,9.01,28.78,59.02,2.4
1994-05-29,7.05,27.28,72.7,1.67
1994-05-30,5.41,27.5,73.53,3.54
1994-05-31,5.59,27.5,70.86,2.81
1994-06-01,0.87,26.82,72.12,3.97
1994-06-02,17.91,26.21,78.27,3.4
1994-06-03,23.8,24.86,83.99,3.95
1994-06-04,16.38,24.83,87.4,4.28
1994-06-05,22.79,23.17,85.42,6.05
1994-06-06,35.51,23.15,85.82,3.78
1994-06-07,12.31,23.96,83.82,3.83
1994-06-08,6.46,24.25,82.71,4.67
1994-06-09,16.39,24.01,85.35,5.01
1994-06-10,11.54,23.13,84.15,5.85
1994-06-11,10.11,23.58,87.6,5.36
1994-06-12,11.1,23.6,88.4,5.55
1994-06-13,22.21,23.94,87.86,5.73
1994-06-14,14.6,23.64,85.26,6.72
1994-06-15,15.82,23.16,84.72,6.74
1994-06-16,11.25,24.08,82.82,6.11
1994-06-17,7.04,23.44,85.15,5.08
1994-06-18,4.17,23.73,84.78,4.78
1994-06-19,2.62,23.72,86.18,4.39
1994-06-20,2.06,23.64,84.31,5.15
1994-06-21,1.16,23.53,85.15,4.8
1994-06-22,0.76,24.11,82.23,4.91
1994-06-23,1.73,24.42,81.85,5.06
1994-06-24,1.87,24.23,82.61,5.0
1994-06-25,17.54,24.12,84.02,5.04
1994-06-26,20.96,23.87,84.81,5.27
1994-06-27,15.37,23.0,86.97,5.6
1994-06-28,7.57,23.75,85.04,5.67
1994-06-29,28.12,23.91,86.96,5.07
1994-06-30,21.05,23.48,88.37,5.1
1994-07-01,17.97,23.38,88.58,5.42
1994-07-02,15.42,23.07,89.81,4.71
1994-07-03,26.17,23.16,88.47,4.59
1994-07-04,19.53,22.72,90.21,3.79
1994-07-05,10.15,22.87,87.91,4.6
1994-07-06,6.31,23.11,88.2,4.29
1994-07-07,5.71,22.99,87.28,4.73
1994-07-08,8.59,23.33,87.08,5.22
1994-07-09,7.06,22.95,87.86,5.73
1994-07-10,11.16,22.1,89.21,6.49
1994-07-11,11.41,22.88,87.96,7.34
1994-07-12,30.2,23.17,86.82,7.96
1994-07-13,44.34,22.93,90.19,7.61
1994-07-14,33.41,23.64,88.66,7.13
1994-07-15,35.48,23.7,88.98,7.06
1994-07-16,20.22,23.52,88.87,6.73
1994-07-17,14.29,23.14,89.16,6.3
1994-07-18,9.87,22.69,88.13,6.27
1994-07-19,10.94,22.47,88.98,5.96
1994-07-20,15.3,22.32,89.31,6.28
1994-07-21,15.29,22.29,89.95,5.93
1994-07-22,20.73,22.82,88.45,5.61
1994-07-23,14.22,23.22,87.85,4.91
1994-07-24,15.87,22.99,90.74,4.57
1994-07-25,7.5,23.02,89.45,4.81
1994-07-26,7.23,23.27,87.65,4.85
1994-07-27,68.42,22.79,90.38,5.06
1994-07-28,40.38,22.91,89.57,5.48
1994-07-29,11.98,22.14,92.36,5.48
1994-07-30,15.97,22.35,92.56,5.44
1994-07-31,10.75,22.62,90.44,6.18
1994-08-01,3.35,22.49,88.77,6.21
1994-08-02,5.73,23.01,87.73,5.96
1994-08-03,8.77,23.05,87.82,5.31
1994-08-04,9.44,22.88,87.53,4.95
1994-08-05,7.19,23.02,88.23,4.45
1994-08-06,2.37,23.21,87.28,4.13
1994-08-07,2.02,23.14,87.31,4.27
1994-08-08,0.46,22.6,90.07,3.91
1994-08-09,0.18,22.53,90.43,3.49
1994-08-10,0.47,23.03,87.23,4.13
1994-08-11,0.61,23.21,86.84,4.5
1994-08-12,24.12,22.89,88.97,4.24
1994-08-13,16.43,22.08,90.67,3.25
1994-08-14,6.98,22.73,89.53,2.91
1994-08-15,0.84,23.77,88.44,3.14
1994-08-16,0.34,23.23,88.74,4.27
1994-08-17,2.27,22.24,89.14,5.1
1994-08-18,8.32,22.73,89.19,5.13
1994-08-19,21.2,22.32,92.14,4.83
1994-08-20,17.83,23.01,89.81,3.95
1994-08-21,7.28,23.5,89.91,3.44
1994-08-22,29.34,22.77,92.47,3.51
1994-08-23,18.28,23.17,90.67,3.74
1994-08-24,27.65,22.78,90.56,4.43
1994-08-25,12.82,22.51,90.95,4.44
1994-08-26,4.31,22.5,89.65,5.12
1994-08-27,8.34,21.52,92.93,5.36
1994-08-28,17.11,22.08,90.05,5.52
1994-08-29,16.19,22.17,89.86,5.29
1994-08-30,8.98,22.47,90.29,5.31
1994-08-31,15.05,22.94,88.95,6.0
1994-09-01,12.99,22.73,88.35,6.44
1994-09-02,15.42,22.61,89.04,5.81
1994-09-03,7.95,22.66,89.69,5.16
1994-09-04,5.35,22.56,89.22,5.18
1994-09-05,4.05,22.67,89.03,4.79
1994-09-06,4.41,22.28,88.58,5.12
1994-09-07,4.92,22.42,89.0,4.34
1994-09-08,3.88,22.68,88.98,4.0
1994-09-09,2.51,22.65,88.85,3.59
1994-09-10,1.58,22.6,87.67,3.35
1994-09-11,2.02,23.0,86.83,2.73
1994-09-12,0.5,23.18,85.82,2.53
1994-09-13,0.24,23.17,85.12,2.65
1994-09-14,0.21,21.87,87.98,3.0
1994-09-15,0.74,22.11,85.94,3.21
1994-09-16,0.76,21.91,85.01,3.58
1994-09-17,0.62,20.84,87.41,3.69
1994-09-18,0.01,21.4,84.36,3.61
1994-09-19,0.0,21.67,84.54,3.11
1994-09-20,0.42,21.98,81.47,2.5
1994-09-21,0.47,23.01,81.65,1.85
1994-09-22,0.0,23.16,82.12,1.61
1994-09-23,0.0,23.35,80.66,1.92
1994-09-24,0.0,23.07,77.66,1.7
1994-09-25,0.15,23.05,79.13,2.01
1994-09-26,0.02,23.57,79.39,2.44
1994-09-27,0.25,22.86,84.34,1.92
1994-09-28,22.32,23.85,85.64,1.63
1994-09-29,8.57,24.27,75.68,1.67
1994-09-30,0.06,24.02,79.56,1.22
1994-10-01,0.41,24.5,84.25,1.58
1994-10-02,22.85,23.82,85.96,1.4
1994-10-03,7.6,24.22,84.89,1.38
1994-10-04,22.57,23.65,87.56,2.28
1994-10-05,10.05,22.96,89.37,3.3
1994-10-06,28.03,22.61,92.45,2.19
1994-10-07,2.28,22.44,89.62,1.93
1994-10-08,1.31,23.86,87.06,1.02
1994-10-09,0.47,23.82,89.06,1.76
1994-10-10,12.8,22.76,92.96,1.93
1994-10-11,1.97,23.4,85.79,1.19
1994-10-12,7.31,23.58,82.1,0.7
1994-10-13,14.29,22.34,89.18,1.52
1994-10-14,29.02,22.53,89.99,2.07
1994-10-15,5.04,23.17,89.2,2.01
1994-10-16,2.22,22.4,93.35,1.67
1994-10-17,17.46,21.99,85.77,2.55
1994-10-18,2.11,22.44,86.65,2.66
1994-10-19,1.45,22.63,88.93,2.11
1994-10-20,40.2,22.59,91.11,1.19
1994-10-21,2.31,23.88,83.26,1.98
1994-10-22,0.18,23.79,84.7,1.81
1994-10-23,5.2,23.58,87.72,1.68
1994-10-24,7.07,23.57,87.29,1.36
1994-10-25,3.45,22.93,91.65,1.89
1994-10-26,27.0,22.66,93.93,1.5
1994-10-27,4.5,22.62,91.25,2.59
1994-10-28,0.75,22.95,90.57,3.22
1994-10-29,7.94,23.26,85.92,2.19
1994-10-30,7.68,22.52,89.46,2.82
1994-10-31,1.31,21.99,88.61,3.09
1994-11-01,2.89,20.75,87.48,3.25
1994-11-02,1.22,20.25,89.35,3.0
1994-11-03,0.16,22.59,88.66,2.49
1994-11-04,0.07,23.06,88.28,3.11
1994-11-05,0.2,22.53,87.66,4.28
1994-11-06,1.78,21.73,88.01,3.36
1994-11-07,1.81,22.28,85.89,3.14
1994-11-08,0.88,22.17,85.81,3.48
1994-11-09,0.89,21.83,83.99,3.27
1994-11-10,0.46,22.27,84.83,3.64
1994-11-11,0.03,22.72,82.86,3.19
1994-11-12,0.06,22.79,83.77,2.59
1994-11-13,0.05,22.63,85.69,2.51
1994-11-14,0.83,22.48,85.01,2.41
1994-11-15,0.22,22.64,81.09,2.91
1994-11-16,0.0,22.09,82.1,2.96
1994-11-17,0.0,22.27,82.92,3.18
1994-11-18,0.0,22.46,79.71,3.57
1994-11-19,0.0,22.02,78.83,3.13
1994-11-20,0.0,22.03,78.36,2.69
1994-11-21,0.0,22.18,80.52,2.22
1994-11-22,0.0,22.36,78.82,3.39
1994-11-23,0.0,21.97,76.41,3.67
1994-11-24,0.0,21.14,76.03,3.52
1994-11-25,0.0,21.04,74.9,2.87
1994-11-26,0.0,20.83,71.65,2.02
1994-11-27,0.0,19.81,67.69,1.87
1994-11-28,0.0,19.34,69.4,2.42
1994-11-29,0.0,20.33,66.62,2.14
1994-11-30,0.0,20.6,67.19,1.71
1994-12-01,0.0,21.39,62.37,1.37
1994-12-02,0.0,20.76,63.8,1.7
1994-12-03,0.0,20.11,65.87,2.17
1994-12-04,0.0,19.38,68.88,2.84
1994-12-05,0.0,19.2,71.4,2.72
1994-12-06,0.0,19.34,71.26,2.74
1994-12-07,0.0,19.27,69.83,2.7
1994-12-08,0.0,18.77,68.18,2.45
1994-12-09,0.0,18.49,67.34,2.05
1994-12-10,0.0,18.3,62.62,2.14
1994-12-11,0.0,18.53,62.53,2.12
1994-12-12,0.0,18.62,51.69,2.16
1994-12-13,0.0,17.47,52.95,2.71
1994-12-14,0.0,17.94,61.11,2.69
1994-12-15,0.0,19.8,63.55,2.12
1994-12-16,0.0,20.16,60.13,2.03
1994-12-17,0.0,20.46,64.72,2.05
1994-12-18,0.0,21.5,68.27,2.64
1994-12-19,0.0,22.39,71.22,3.38
1994-12-20,0.01,22.54,72.93,3.74
1994-12-21,0.03,22.97,72.78,3.97
1994-12-22,0.01,22.14,70.05,3.76
1994-12-23,0.0,21.5,66.83,3.24
1994-12-24,0.0,20.07,63.73,3.73
1994-12-25,0.0,20.37,62.82,3.62
1994-12-26,0.0,19.42,66.84,3.36
1994-12-27,0.0,21.1,66.78,2.55
1994-12-28,0.0,21.24,63.95,2.56
1994-12-29,0.0,21.63,64.27,2.88
1994-12-30,0.0,20.77,60.14,2.99
1994-12-31,0.0,19.89,55.05,2.71
1995-01-01,0.0,19.93,55.93,2.77
1995-01-02,0.0,19.91,52.85,2.89
1995-01-03,0.0,19.56,53.83,2.45
1995-01-04,0.0,20.17,64.91,1.93
1995-01-05,0.0,21.49,65.31,2.05
1995-01-06,1.9,21.58,71.66,2.69
1995-01-07,0.9,22.28,72.84,2.14
1995-01-08,0.31,22.29,79.06,2.82
1995-01-09,0.11,20.84,73.08,1.95
1995-01-10,0.03,21.23,69.55,1.74
1995-01-11,1.21,20.3,74.1,1.82
1995-01-12,0.23,19.01,67.84,1.29
1995-01-13,0.0,21.23,67.12,1.9
1995-01-14,0.0,22.58,67.05,2.96
1995-01-15,0.0,21.52,72.41,2.41
1995-01-16,0.76,22.74,73.46,1.6
1995-01-17,2.6,22.31,68.65,3.02
1995-01-18,0.05,21.55,61.69,4.2
1995-01-19,0.0,22.92,66.44,3.26
1995-01-20,0.0,23.32,60.44,2.35
1995-01-21,0.0,23.2,52.63,2.07
1995-01-22,0.0,23.19,50.82,1.78
1995-01-23,0.0,22.39,42.36,1.43
1995-01-24,0.0,20.84,47.61,2.54
1995-01-25,0.0,21.76,55.28,2.41
1995-01-26,0.0,21.51,44.67,3.27
1995-01-27,0.0,21.13,54.67,3.1
1995-01-28,0.0,22.15,58.26,3.51
1995-01-29,0.0,22.13,52.0,3.0
1995-01-30,0.0,22.87,54.17,2.78
1995-01-31,0.0,23.46,54.38,3.1
1995-02-01,0.0,24.08,57.51,3.12
1995-02-02,0.0,24.67,54.03,2.62
1995-02-03,0.0,23.15,54.42,3.11
1995-02-04,0.0,23.85,50.98,3.25
1995-02-05,0.0,24.67,52.46,3.11
1995-02-06,0.0,24.05,51.33,4.27
1995-02-07,0.0,23.76,44.54,4.14
1995-02-08,0.0,23.65,42.6,2.43
1995-02-09,0.0,24.69,43.87,1.33
1995-02-10,0.0,25.86,49.61,1.0
1995-02-11,0.0,25.62,41.01,1.67
1995-02-12,0.0,25.11,39.22,2.42
1995-02-13,0.0,24.0,38.91,2.14
1995-02-14,0.0,24.49,53.96,1.67
1995-02-15,0.0,24.2,53.84,1.55
1995-02-16,0.0,24.65,48.5,1.79
1995-02-17,0.0,24.51,58.33,2.4
1995-02-18,0.0,24.22,63.21,2.1
1995-02-19,0.0,24.95,57.98,2.3
1995-02-20,0.0,25.36,41.85,1.63
1995-02-21,0.0,25.47,35.14,1.23
1995-02-22,0.0,27.02,43.33,1.59
1995-02-23,0.0,25.89,55.82,1.99
1995-02-24,0.0,25.31,42.62,1.48
1995-02-25,0.0,25.03,46.67,1.83
1995-02-26,0.0,25.65,56.83,2.27
1995-02-27,0.0,25.8,53.73,2.38
1995-02-28,0.0,26.43,45.88,1.42
1995-03-01,0.0,27.04,37.11,0.59
1995-03-02,0.0,28.14,31.34,1.85
1995-03-03,0.0,27.82,31.59,1.94
1995-03-04,0.0,27.75,35.85,1.67
1995-03-05,0.0,27.05,52.23,1.98
1995-03-06,0.0,27.44,43.74,1.63
1995-03-07,0.0,27.66,36.54,1.11
1995-03-08,0.0,27.15,33.16,2.66
1995-03-09,0.0,27.15,51.65,1.68
1995-03-10,0.0,27.79,42.78,1.35
1995-03-11,0.0,28.46,43.64,1.69
1995-03-12,0.0,29.0,40.94,1.73
1995-03-13,0.0,29.07,43.05,2.32
1995-03-14,1.3,29.65,41.46,1.67
1995-03-15,0.0,29.64,36.65,2.27
1995-03-16,0.0,29.56,31.79,1.75
1995-03-17,0.0,28.95,47.14,1.86
1995-03-18,0.0,28.79,46.57,1.54
1995-03-19,0.0,29.35,27.86,3.12
1995-03-20,0.0,29.48,28.01,3.92
1995-03-21,0.0,29.39,31.27,3.03
1995-03-22,0.0,29.76,27.62,3.17
1995-03-23,0.0,29.44,29.72,2.41
1995-03-24,0.0,29.99,39.1,1.66
1995-03-25,0.0,29.28,52.55,3.12
1995-03-26,0.11,28.63,46.12,3.25
1995-03-27,0.0,27.37,38.18,2.3
1995-03-28,0.0,27.2,36.34,2.35
1995-03-29,0.0,27.3,45.51,2.05
1995-03-30,0.0,27.82,52.12,2.26
1995-03-31,0.0,28.74,49.75,2.36
1995-04-01,0.0,29.26,48.89,2.5
1995-04-02,0.0,29.78,39.35,1.86
1995-04-03,0.0,31.01,33.35,2.52
1995-04-04,0.0,30.36,29.79,2.06
1995-04-05,0.54,30.23,41.01,2.02
1995-04-06,0.6,30.3,50.2,1.67
1995-04-07,1.27,30.01,47.33,3.01
1995-04-08,0.01,29.15,45.68,3.61
1995-04-09,0.02,27.95,46.76,1.76
1995-04-10,0.0,30.34,36.23,1.95
1995-04-11,0.0,29.86,34.21,1.89
1995-04-12,0.0,29.84,33.85,1.36
1995-04-13,0.0,28.72,52.55,2.68
1995-04-14,0.0,29.02,51.54,2.78
1995-04-15,6.03,29.54,49.51,2.56
1995-04-16,1.72,28.42,51.23,2.03
1995-04-17,1.4,28.82,54.07,1.7
1995-04-18,0.77,30.11,49.08,1.69
1995-04-19,2.18,29.15,55.73,2.05
1995-04-20,0.34,28.74,58.81,1.82
1995-04-21,5.28,27.93,63.59,1.64
1995-04-22,2.1,28.61,62.3,1.32
1995-04-23,1.06,29.46,58.24,1.63
1995-04-24,0.83,29.6,56.82,1.37
1995-04-25,1.01,30.2,56.07,1.54
1995-04-26,0.06,31.11,47.93,1.83
1995-04-27,0.0,31.34,39.12,2.47
1995-04-28,1.16,30.84,39.35,2.03
1995-04-29,0.36,30.33,44.63,1.41
1995-04-30,4.61,30.07,50.93,2.04
1995-05-01,8.83,28.43,64.51,2.23
1995-05-02,3.89,29.1,60.47,1.98
1995-05-03,0.0,28.19,61.13,1.51
1995-05-04,0.65,29.0,59.1,1.83
1995-05-05,2.75,28.16,63.0,1.87
1995-05-06,3.48,27.82,59.72,2.91
1995-05-07,6.33,26.67,62.93,3.53
1995-05-08,5.98,24.98,72.49,1.92
1995-05-09,2.45,27.28,70.41,3.27
1995-05-10,26.02,25.96,79.1,4.37
1995-05-11,21.44,25.53,79.92,4.81
1995-05-12,5.49,25.11,77.87,5.06
1995-05-13,0.15,25.72,76.99,4.95
1995-05-14,5.99,25.24,79.34,5.2
1995-05-15,1.54,24.63,78.76,5.82
1995-05-16,0.14,25.2,75.03,5.35
1995-05-17,0.01,25.99,71.85,4.17
1995-05-18,0.0,25.96,67.43,3.68
1995-05-19,0.05,25.98,65.48,3.02
1995-05-20,0.0,25.89,65.43,2.73
1995-05-21,0.06,26.35,64.45,3.54
1995-05-22,0.11,26.58,66.82,3.49
1995-05-23,0.03,26.62,62.71,3.26
1995-05-24,0.01,26.9,61.99,3.04
1995-05-25,0.23,27.54,63.5,3.14
1995-05-26,1.88,27.51,65.82,2.57
1995-05-27,2.88,27.34,69.88,2.36
1995-05-28,0.27,26.83,73.87,2.61
1995-05-29,0.0,27.05,74.02,2.66
1995-05-30,16.63,26.61,77.35,2.85
1995-05-31,24.89,24.44,86.1,3.15
1995-06-01,4.35,26.03,78.92,3.28
1995-06-02,0.15,26.89,75.44,4.34
1995-06-03,0.0,27.21,74.85,3.98
1995-06-04,0.1,25.63,76.32,3.91
1995-06-05,0.82,25.15,74.92,3.93
1995-06-06,0.41,25.4,79.66,4.24
1995-06-07,0.0,26.64,74.45,4.77
1995-06-08,0.0,26.28,75.39,4.33
1995-06-09,1.73,26.9,73.02,4.41
1995-06-10,2.55,26.17,77.99,4.24
1995-06-11,5.44,25.54,80.92,4.1
1995-06-12,10.54,24.89,84.53,3.69
1995-06-13,39.95,24.08,87.16,5.4
1995-06-14,24.99,23.77,81.78,4.74
1995-06-15,12.71,23.0,87.58,3.18
1995-06-16,10.3,24.2,87.57,3.98
1995-06-17,9.84,23.66,84.72,4.31
1995-06-18,5.29,23.61,82.83,4.34
1995-06-19,3.61,24.14,81.12,4.26
1995-06-20,1.44,23.93,82.37,4.51
1995-06-21,3.71,23.54,82.52,4.75
1995-06-22,10.8,22.92,86.14,5.25
1995-06-23,22.99,23.71,86.3,4.18
1995-06-24,24.22,22.52,86.42,4.31
1995-06-25,17.14,23.3,83.82,3.91
1995-06-26,7.99,23.33,86.26,3.78
1995-06-27,6.83,22.51,84.74,4.43
1995-06-28,9.41,23.62,86.13,4.51
1995-06-29,22.14,24.3,86.47,3.53
1995-06-30,12.49,22.5,89.07,4.4
1995-07-01,11.83,22.78,88.54,5.04
1995-07-02,8.77,23.46,89.75,4.34
1995-07-03,5.6,23.5,88.58,4.01
1995-07-04,3.34,23.36,87.67,3.38
1995-07-05,3.75,24.39,86.19,3.54
1995-07-06,5.95,24.51,84.87,4.29
1995-07-07,38.48,22.88,89.3,4.54
1995-07-08,20.18,22.14,89.93,4.77
1995-07-09,13.86,23.69,89.13,4.85
1995-07-10,13.31,23.52,90.75,5.39
1995-07-11,26.98,23.62,89.52,5.5
1995-07-12,22.12,23.43,89.84,5.51
1995-07-13,14.34,23.32,89.46,4.8
1995-07-14,10.67,23.0,90.65,4.19
1995-07-15,11.46,23.13,89.65,4.86
1995-07-16,10.62,23.02,88.93,5.48
1995-07-17,19.37,22.68,89.82,6.16
1995-07-18,12.13,22.56,88.58,6.61
1995-07-19,19.97,22.74,88.36,6.98
1995-07-20,15.3,22.47,89.87,6.08
1995-07-21,21.66,23.04,89.26,5.79
1995-07-22,17.8,22.7,88.87,4.93
1995-07-23,8.21,23.34,88.84,4.29
1995-07-24,15.04,23.41,89.47,3.99
1995-07-25,13.68,22.93,90.09,4.33
1995-07-26,13.6,23.04,89.36,3.88
1995-07-27,16.14,23.47,90.25,4.04
1995-07-28,16.38,23.96,88.65,3.18
1995-07-29,12.04,23.91,88.68,3.55
1995-07-30,11.88,23.27,92.54,3.7
1995-07-31,17.51,23.14,92.53,4.32
1995-08-01,16.88,23.57,88.96,4.99
1995-08-02,12.29,23.24,89.8,5.14
1995-08-03,5.91,22.93,90.79,4.88
1995-08-04,5.06,23.27,88.4,4.22
1995-08-05,3.32,23.7,88.0,3.78
1995-08-06,2.37,23.82,87.79,3.82
1995-08-07,1.72,23.7,86.53,4.39
1995-08-08,1.05,22.76,90.12,4.58
1995-08-09,3.8,23.75,86.64,4.28
1995-08-10,8.03,24.44,85.82,3.0
1995-08-11,6.95,23.53,90.13,2.03
1995-08-12,25.2,23.26,91.62,2.84
1995-08-13,8.0,23.25,89.62,3.44
1995-08-14,8.45,23.04,91.1,3.23
1995-08-15,13.23,23.47,88.9,3.62
1995-08-16,7.63,23.75,87.49,2.9
1995-08-17,4.32,23.85,87.14,3.09
1995-08-18,1.17,24.06,87.33,2.93
1995-08-19,2.87,23.43,89.38,2.58
1995-08-20,7.79,24.14,86.42,2.68
1995-08-21,1.66,24.33,84.73,2.9
1995-08-22,0.14,24.31,84.12,2.86
1995-08-23,0.04,24.02,84.82,3.1
1995-08-24,2.12,24.03,84.42,3.04
1995-08-25,1.31,23.96,86.12,2.81
1995-08-26,12.83,23.78,88.62,3.35
1995-08-27,27.24,22.88,90.95,3.9
1995-08-28,13.42,23.34,90.45,4.39
1995-08-29,10.27,23.12,90.42,5.06
1995-08-30,14.56,23.26,91.92,5.47
1995-08-31,20.42,23.35,92.51,6.21
1995-09-01,20.37,23.66,89.41,6.57
1995-09-02,11.81,23.55,88.42,6.63
1995-09-03,6.83,23.11,88.65,5.67
1995-09-04,9.51,22.91,88.47,4.45
1995-09-05,4.98,23.31,86.82,3.63
1995-09-06,4.79,23.35,86.45,3.89
1995-09-07,9.37,23.32,86.86,3.28
1995-09-08,2.24,23.11,87.1,2.88
1995-09-09,0.11,23.42,85.13,2.34
1995-09-10,0.06,23.7,78.96,2.15
1995-09-11,0.82,23.41,83.15,1.74
1995-09-12,6.99,23.8,86.35,2.47
1995-09-13,3.34,23.09,86.36,3.31
1995-09-14,3.56,23.76,86.41,3.35
1995-09-15,2.74,24.51,85.55,3.3
1995-09-16,6.43,24.74,85.92,3.23
1995-09-17,12.3,23.47,91.22,3.18
1995-09-18,4.57,23.46,87.43,3.04
1995-09-19,1.47,23.72,86.21,2.96
1995-09-20,0.22,24.46,83.0,2.93
1995-09-21,1.19,24.54,82.94,2.86
1995-09-22,0.18,24.02,82.95,3.06
1995-09-23,0.36,23.85,82.67,2.72
1995-09-24,0.41,23.79,82.89,2.55
1995-09-25,0.21,23.97,83.52,2.86
1995-09-26,0.59,23.19,84.64,2.58
1995-09-27,1.47,23.75,84.22,2.63
1995-09-28,1.58,23.12,87.11,1.8
1995-09-29,0.15,23.14,86.96,2.17
1995-09-30,9.39,24.23,83.2,1.38
1995-10-01,3.8,24.86,83.28,1.25
1995-10-02,1.53,24.78,82.22,2.01
1995-10-03,0.14,23.79,84.46,2.25
1995-10-04,1.54,24.68,81.09,2.12
1995-10-05,10.09,25.06,78.64,1.02
1995-10-06,0.3,25.9,73.63,0.96
1995-10-07,0.05,25.69,73.86,1.3
1995-10-08,0.02,25.66,72.12,1.08
1995-10-09,0.86,23.38,83.1,1.91
1995-10-10,11.92,22.82,88.14,2.86
1995-10-11,10.36,22.75,87.39,3.24
1995-10-12,14.48,23.63,87.49,3.14
1995-10-13,10.94,23.71,85.8,2.62
1995-10-14,5.5,23.32,86.69,2.61
1995-10-15,1.26,22.84,86.62,1.86
1995-10-16,0.07,23.04,81.65,2.01
1995-10-17,0.04,24.1,83.62,2.26
1995-10-18,12.65,23.47,88.78,3.06
1995-10-19,14.7,23.02,91.97,2.63
1995-10-20,4.3,23.84,84.81,1.54
1995-10-21,0.64,24.21,78.0,1.53
1995-10-22,0.16,24.51,78.49,1.19
1995-10-23,11.07,24.34,80.71,2.67
1995-10-24,1.26,23.93,79.65,3.31
1995-10-25,0.28,23.31,75.7,3.39
1995-10-26,0.11,23.62,78.91,3.07
1995-10-27,0.56,24.21,79.45,2.99
1995-10-28,2.68,24.65,78.21,2.84
1995-10-29,0.26,24.69,76.0,2.46
1995-10-30,0.05,24.75,74.31,1.32
1995-10-31,0.0,25.05,74.21,1.1
1995-11-01,0.3,24.12,68.57,1.82
1995-11-02,0.0,22.73,69.47,1.87
1995-11-03,0.0,22.01,65.93,2.11
1995-11-04,0.0,22.24,68.89,1.19
1995-11-05,0.0,23.52,76.93,1.35
1995-11-06,0.0,24.33,75.45,2.81
1995-11-07,2.59,23.63,70.68,2.46
1995-11-08,0.11,21.88,66.14,1.75
1995-11-09,0.12,21.24,69.44,1.62
1995-11-10,0.0,21.39,74.68,1.74
1995-11-11,0.0,22.4,70.66,1.22
1995-11-12,0.0,22.97,73.38,2.17
1995-11-13,0.02,24.26,64.67,2.05
1995-11-14,0.0,22.36,58.33,2.57
1995-11-15,0.0,21.84,57.0,1.99
1995-11-16,0.0,20.95,61.65,1.32
1995-11-17,0.0,21.44,60.31,1.08
1995-11-18,0.0,22.79,63.44,1.04
1995-11-19,0.04,22.33,69.61,1.04
1995-11-20,2.49,23.19,77.08,1.27
1995-11-21,0.02,24.43,72.92,1.77
1995-11-22,2.6,23.29,79.39,1.8
1995-11-23,1.72,23.45,80.82,1.32
1995-11-24,13.18,22.63,80.82,1.48
1995-11-25,8.69,22.49,82.12,1.13
1995-11-26,0.23,22.01,81.42,0.93
1995-11-27,0.38,22.43,80.13,0.91
1995-11-28,0.04,21.61,82.09,1.05
